01.01.10,01.01.20,01.02.10,01.02.20,01.02.30,01.02.40,01.03.10,01.03.20,01.03.30,01.04.10,01.20.10,01.20.20,01.61.10,01.81.10,01.81.20,01.82.10,01.82.20,01.82.30,01.83.10,01.83.20,01.83.30,01.84.10,01.85.10,01.86.10,01.88.10,01.88.20,01.H,02.01.10,02.01.20,02.02.10,02.02.20,02.02.30,02.02.40,02.03.10,02.03.20,02.03.30,02.04.10,02.62.10,02.81.10,02.81.20,02.82.10,02.82.20,02.82.30,02.83.10,02.83.20,02.83.30,02.84.10,02.85.10,02.86.10,02.H,03.01.10,03.01.20,03.02.10,03.02.20,03.02.30,03.02.40,03.03.10,03.03.20,03.03.30,03.04.10,03.62.10,03.81.10,03.81.20,03.82.10,03.82.20,03.82.30,03.83.10,03.83.20,03.83.30,03.84.10,03.85.10,03.86.10,03.H,04.05.10,04.63.10,04.64.10,04.65.10,04.82.10,04.82.20,04.82.30,04.83.10,04.83.20,04.83.30,04.84.10,04.85.10,04.86.10,04.88.10,04.88.20,04.H,05.01.10,05.01.20,05.02.10,05.02.20,05.02.30,05.02.40,05.03.10,05.03.20,05.03.30,05.04.10,05.06.10,05.06.20,05.06.30,05.07.10,05.07.20,05.07.30,05.07.40,05.15.10,05.81.10,05.81.20,05.82.10,05.82.20,05.82.30,05.83.10,05.83.20,05.83.30,05.84.10,05.85.10,05.86.10,05.H,06.08.10,06.08.20,06.08.30,06.81.10,06.81.20,06.82.10,06.82.20,06.82.30,06.83.10,06.83.20,06.83.30,06.84.10,06.85.10,06.86.10,06.88.10,06.H,07.66.20,07.67.10,07.67.20,07.68.10,07.69.10,07.70.10,07.71.10,07.71.20,07.80.10,07.80.20,07.87.10,07.88.10,07.88.20,07.H,08.09.10,08.09.20,08.10.10,08.10.20,08.10.30,08.11.10,08.11.15,08.11.20,08.11.30,08.11.40,08.11.50,08.11.60,08.11.70,08.11.80,08.11.90,08.12.10,08.13.10,08.13.20,08.13.30,08.13.40,08.13.50,08.14.10,08.14.20,08.72.10,08.75.10,08.83.10,08.83.20,08.83.30,08.84.10,08.85.10,08.86.10,08.88.10,08.88.20,08.H,09.01.10,09.01.20,09.02.10,09.02.20,09.02.30,09.02.40,09.03.10,09.03.20,09.03.30,09.81.10,09.81.20,09.82.10,09.82.20,09.82.30,09.83.10,09.83.20,09.83.30,09.84.10,09.85.10,09.86.10,09.89.10,09.H,10.39.10,10.39.20,10.39.30,10.83.10,10.83.20,10.83.30,10.84.10,10.85.10,10.86.10,10.H,11.32.10,11.33.10,11.82.10,11.82.20,11.82.30,11.83.10,11.83.20,11.83.30,11.84.10,11.85.10,11.86.10,11.H,12.35.10,12.35.20,12.35.30,12.35.40,12.35.50,12.35.60,12.35.70,12.36.10,12.82.10,12.82.20,12.82.30,12.83.10,12.83.20,12.83.30,12.85.10,12.86.10,12.H,13.31.10,13.31.20,13.31.30,13.38.10,13.38.20,13.82.10,13.82.20,13.82.30,13.H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0947,19590417,W,,19590417,Achillesstraat,,28,,,,6165RA,,,,,,,,,,,,A,,,,,,19590417,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212476312,999992740,Jael,,de,Jager,20000101,0530,6030,V,,,E,0530,1AA0007,,,,,,,,20000101,20000101,,,,6283752985,999994785,Anita,,,Jansen,19710101,0530,6030,V,20000101,0530,1AA0007,,,,,,,,20000101,20000101,,6892584067,999994931,Jan,,de,Jager,19701201,0530,6030,M,20000101,0530,1AA0007,,,,,,,,20000101,20000101,,0001,017,,,,,,,,,,20000101,20000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000101,,0,,,0005,20160901123600000,,,,,0530,20000101,W,,20000101,Acacia,,55,,,,3224EA,,,,,,,,,,,,A,,,,,,20000101,20000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3093546905,999991723,Lukas,,,Klamer,19950515,1904,6030,M,,,E,1904,10A1112,,,,,,,,19950515,19950516,,,,,,Lisette,,,Wolf,19520320,Clermont-Ferrand,5002,V,19990418,1904,10A1112,,,,,,,,19950515,19950516,,,,Ben,,,Klamer,19720525,0400,6030,M,19950515,1904,10A1112,,,,,,,,19950515,19950516,,0001,017,,,,,,,,,,19950515,19950516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19950515,1810,0,,,0008,11111111153015000,P,,,,1810,20000610,W,,20000610,Van Wijngaerdenstraat,Van Wijngaerdenstraat,1,,,,2596TW,Toetsoog,1810010010001001,1810200010001001,,,,,,,,,T,,,,,,20000610,20000610,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,19950515,W,,19950515,Van Wijngaerdenstraat,,1,,,,2596TW,,,,,,,,,,,,A,,,,,,19950515,19950516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794872645,999990317,Nasier,,,Boeddhoe,19500919,Amritsar,7046,M,,,E,,,0518,19940310,PKA,,,,,19500919,19951001,,,,,,Indira,,,Chaterjee,00000000,Amritsar,7046,V,19500919,,,0518,19940310,PK,,,,,19500919,19940310,,,,Panda,,,Boeddhoe,19300703,Amritsar,7046,M,19500919,,,0518,19940310,PK,,,,,19500919,19940310,,0312,301,,,0518,19940310,PK,,,,,19500919,19940310,,,,8240421959,999993240,Sherida,,,Malhoe,19500101,Paramaribo,5007,V,,,,20000308,0518,6030,S,P,0518,5 B0040,,,,,,,,20000308,20000308,55,,,,,,,,,,,,,,,,,,,,19940310,0518,0,,,0004,20160901132009000,P,,,,0518,19980201,W,,20000228,Atjehstraat,Atjehstraat,137,,,,2585VN,'s-Gravenhage,0518010070137001,0518200070137001,,,,,,,7046,19900808,T,,,,,,20091101,20091101,,,58,,,,,,,,,,,,,,,,,,,,,,,21,20150530,20100530,,,,,20110130,20110131,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8240421959,999993240,Sherida,,,Malhoe,19500101,Paramaribo,5007,V,19980201,0518,6030,,,,,P,0518,5 A0040,,,,,,,,19980201,19980201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0518,19980201,W,,20000228,Atjehstraat,,137,,,,2585VN,,,,,,,,,,7046,19900808,A,,,,,,20000228,20000301,,,58,,,,,,,,,,,,,,,,,,,,,,,26,20110501,20060501,,,,,20060715,20060717,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0518,19980201,W,,19980201,Erasmusweg,,143,,,,2725HR,,,,,,,,,,7046,19900808,P,,,,,,19980201,19980203,,,58,,,,,,,,,,,,,,,,,,,,,,,26,20060501,20010501,,,,,20010615,20010618,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19900808,W,,19900808,Abdijlaan,,3,,,,6114GV,,,,,,,,,,7046,19900808,A,,,,,,19900808,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,98,,19940701,,,,,19940701,20001115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156137049,999993793,Rodney,,,Plieger,19700311,0262,6030,M,,,E,,,0363,19960315,Minister van Financiën,,,,,19960315,19960315,,,51,,,Wina,,,Plieger,19321130,1210,6030,V,19700311,0262,10A1234,,,,,,,,19700311,19960314,,,,,,,,,,,,,0262,10A1234,,,,,,,,19700311,19960314,,0001,001,,,,,,,,,,19700311,19960314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19960314,,0,,,0004,20160901123600000,,,,,0363,19960314,W,Oud-Zuid,19960314,Daniël Stalpertstraat,,35,,III,,1072XA,,,,,,,,,,7036,19960314,I,,,,,,19960314,19960314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ197009,20110128,B0363,20160128,,,,0363,20110207,Aanvraagformulier reisdocument,,,,20110128,20110207,12,,,,,,,,,
8156137049,,Rodney,,,Plieger,19700311,0262,6030,M,,,E,0262,10A1234,,,,,,,,19700311,19960314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA1970035,20050401,B0363,20100401,20110128,I,,0363,20050401,Aanvraagformulier reisdocument,,,,20110128,20110128,,,,,,,,,,
9603704618,999994542,Gerrit,,den,Braber,19680318,0947,6030,M,,,E,,,0518,19940310,PKA,,,,,19680318,19951001,,,,,,Maria Evelien,,,Dijkmans,19440124,0344,6030,V,19680318,,,0518,19940310,PK,,,,,19680318,19940310,,,,Johannes,,den,Braber,19380819,0518,6030,M,19680318,,,0518,19940310,PK,,,,,19680318,19940310,,0001,001,,,,,,,,,,19680318,19940310,,,,2363230194,999993112,Wilma,,van,Zon,19700407,0947,6030,V,19970903,0344,6030,,,,,H,0344,3 A0100,,,,,,,,19970903,19970905,,,,,,,,,,,,,,,,,,,,,19940310,0518,0,,,0004,20160901123600000,P,,,,0363,19970501,W,,19970501,Schakelstraat,,16,,I,,1014AW,,,,,,,,,,,,A,,,,,,19970501,19970501,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID7154749,20110110,B0518,20160110,,,,0518,20110117,Aanvraagformulier,,,,20110110,20110117,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974,19680318,W,,19680318,Heidestraat,,31,,,,6114AA,,,,,,,,,,,,A,,,,,,19680318,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9090385019,999995078,Christina Maria,,,Maassen,19280905,1033,6030,V,,,V,,,0599,19940930,PKA,,,,,19530605,19951001,,,,4047389513,,Maria Gertrudis,,,Pluis,18990404,1033,6030,V,19280905,,,0599,19940930,PK,,,,,19280905,19940930,,2149282385,,Pieter Jozef Hubert,,,Maassen,18980102,1033,6030,M,19280905,,,0599,19940930,PK,,,,,19280905,19940930,,0001,001,,,,,,,,,,19280905,19940930,,,,9473940676,999993021,Leonardus Fredericus,,,Kierkegaard,19260505,0835,6030,M,19530605,0603,6030,,,,,H,,,0599,19940930,PK,,,,,19530605,19951001,,,,,,,,,,,,,,,,,,,,,19940930,0599,0,,,0002,20160901171500000,P,,,,0599,19860722,W,,19860722,Vlashagen,,69,,,,3078SK,,,,,,,,,,,,A,,,,,,19860722,19940930,,,,5875306514,999991929,Yvonne Johanna,,,Kierkegaard,19561115,0518,6030,,,0599,20020424,PL gerelateerde,,,,,20020424,20020424,,59,,,,,,,,,,,,,,,,,,,,,,,NI,IA0295112,20011018,B0599,20061018,,,,0599,20011024,Aanvraagformulier reisdocument,,,,20011018,20011024,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5875306514,,Yvonne Johanna,,,Wesseling,19561115,0518,6030,,,0599,19940930,PK,,,,,19561115,19940930,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8982656074,,Mary Eloise,,,Wesseling,19620225,0518,6030,,,0599,19940930,PK,,,,,19620225,19940930,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542636852,,Karin,,,Wesseling,19601009,0518,6030,,,0599,19940930,PK,,,,,19601009,19940930,,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5185816217,,Floris,,,Wesseling,19590207,0518,6030,,,0599,19940930,PK,,,,,19590207,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490649024,999991930,Aad,,,Holthuizen,19580706,0363,6030,M,,,E,,,0599,19940930,PKA,,,,,19580706,19951001,,,,1362382413,999992363,Gertrudis Maria,,,Maassen,19301018,1033,6030,V,19580706,,,0599,19940930,PK,,,,,19580706,19951001,,1961690831,999993756,Franciscus Engelbertus,,,Holthuizen,19300315,0363,6030,M,19580706,,,0599,19940930,PK,,,,,19580706,19951001,,0001,001,,,,,,,,,,19580706,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19940930,0599,0,,,0002,20160901171500000,P,,,,0599,19910824,W,,20011121,Borgesiusstraat,,103,c,,,3038TG,,,,,,,,,,,,M,,,,,,20011121,20011123,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,IA8985307,20020923,B0599,20070923,,,,0599,20020928,Aanvraagformulier reisdocument,,,,20020923,20020928,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0599,19910824,W,,19910824,Zestienhovenstraat,,54,b,,,3073XV,,,,,,,,,,,,A,,,,,,19910824,19940930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172314353,999991413,Pâte-de-Loupé,,,d'Angelo-Huis in 't Veld,19980607,0531,6030,V,,,E,0531,1 A0068,,,,,,,,19980607,19980608,,,,,,Araina,,,d'Angelo-Huis in 't Veld,19760707,0531,6030,V,19980607,0531,1 A0068,,,,,,,,19980607,19980608,,,,Franco,,,d'Angelo,19750707,0531,6030,M,19980607,0531,1 A0068,,,,,,,,19980607,19980608,,0001,017,,,,,,,,,,19980607,19980608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19980608,,0,,,0004,20160901171500000,,,,,0531,19980608,W,,19980607,De Hooge Donck,,21,,,,3344EM,,,,,,,,,,,,A,,,,,,19980607,19980608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
